,0
1921,b'thank' b'you!!' b'the' b'power' b'of' b'#social' b'#media!'
1922,b'israeli' b'regime' b'has' b'roots' b'in'
1923,b'(advanced' b'value' b'chain' b'videos' b'at'
1924,"b'24hrs' b'passed' b'&amp;' b""i'm"" b'still' b'too' b'angry' b'about' b'this' b'\xc3\xb0\xc2\x9f\xc2\x92\xc2\xa9' b'to' b'coherently' b'talk' b'about'"
1925,b'user' b'do' b'you' b'hate' b'?' b'#putinspuppet' b'loves' b'attention.' b'on'
1926,b'a' b'good' b'man' b'or' b'woman' b'is' b'measured' b'by' b'stable' b'relationships' b'with' b'opposite' b'sex.' b'not' b'#money' b'#parenting' b'#homosex' b'cliches' b'or'
1927,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1928,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
1929,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
1930,"b'user' b'trump' b'new' b'york' b'co-chair' b'makes' b'racist' b""'gorilla'"" b'remark' b'about' b'michelle' b'obama' b'&lt;' b'you' b'total' b'tool!' b'fucking' b'moron.'"
1931,"b'user' b'user' b'probably' b'a' b'not' b'so' b'closeted' b""who'd"" b'have' b'been' b'posing' b'w/a' b'#black' b'man' b'not' b'long' b'ago.' b'..nuff'"
1932,b'keep' b'up' b'the' b'opposition' b'to'
1933,b'user' b'user' b'user' b'user' b'user' b'#fakenews' b'and' b'a' b'.' b'must' b'feel'
1934,b'user' b'you' b'might' b'be' b'a' b'libtard'
1935,"b'user' b'excellent' b'idea!' b'dig' b'deep' b'&amp;' b'hang' b""'em"" b'high!' b'#treason' b'#aidingenemies' b'#fraud' b'#coverups' b'#benghazi' b'#extoion17'"
1936,"b'user' b'user' b'you' b'want' b'to' b'call' b'me' b'a' b'so' b'i' b'am' b'helping' b'you' b'spread' b'that' b'word' b'since' b'you' b""don't"" b'have' b'the' b'balls' b'to' b'do' b'it'"
1937,b'is' b'defunding' b'aboion' b'and' b'sending' b'you' b'to'
1938,b'user' b'i' b'will' b'not' b'buy' b'or' b'dl' b'a' b'user' b'book' b'in' b'#2017' b'after' b'their' b'deal'
1939,b'user' b'your' b'analysis' b'of' b'&amp;' b'#blacklivesmatter' b'was' b'totally' b'out' b'of' b'touch' b'&amp;' b'did' b'not' b'represent' b'the' b'spirit'
1940,b'on' b'the' b'nose:' b'perfumer' b'sparks'
1941,"b'haha' b'wow.' b'user' b'is' b'a' b'for' b'using' b'the' b'n-word' b'&amp;' b'the' b'equivalent' b'of' b'it' b'in' b'arabic' b'""abd""' b'which' b'means'"
1942,b'thought' b'factory:' b'left-right' b'polarisation!' b'#trump' b'#uselections2016' b'#leadership' b'#politics' b'#brexit' b'#blm'
1943,"b""today's"" b'donkey' b'#zionazi' b'who' b'is' b'proud' b'of' b'murdering' b'real' b'palestinian' b'semitic' b'children' b'-' b'thats' b'what' b'i'"
1944,b'user' b'user' b'is' b'#buddhist:' b'#burmese' b'has' b'nothing' b'to' b'do' b'with' b'#buddhism!'
1945,b'the' b'latest' b'eco' b'news' b'of' b'the' b'day!' b'thanks' b'to'
1946,"b'user' b'irony:' b'butthucreepers' b':' b'sexism' b'aicle' b'because' b'they' b'think' b""it's"" b'pro-rapist.' b""it's"" b'not,' b'you' b'misogynists' b'#malevote'"
1947,b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
1948,b'user' b'#allahsoil' b'all' b'war' b'is' b'violent' b'(except' b'perhaps' b'in' b'thailand).'
1949,"b'user' b'just' b'got' b'done' b'threatening' b'my' b'coworker' b'to' b'give' b'me' b'money' b'and' b'he' b'says' b'""black' b'male' b'is' b'illegal""'"
1950,b'transsexy' b'naked'
1951,b'user' b'you' b'might' b'be' b'a' b'libtard'
1952,"b""how's"" b'mars' b'bar' b'in' b'user' b'charging' b'guys' b'\xc3\x82\xc2\xa35' b'for' b'entry' b'and' b'girls' b'\xc3\x82\xc2\xa32?' b""isn't"" b'that' b'like' b'modern'"
1953,b'naked' b'fat' b'girls' b'russian' b'sexy' b'girls'
1954,b'user' b'user' b'nobdy' b'wants' b'2'
1955,"b""'the"" b'#mummersparade,' b'by' b'its' b'very' b'dna,' b'is' b'a' b'largely-unrepentant' b'affair' b'that' b'has' b'no' b'business'"
1956,b'a' b'message' b'of' b'#hope' b'for' b'#newyear.' b'building' b'a' b'business' b'to'
1957,b'you' b'might' b'be' b'a' b'libtard'
1958,b'hot' b'off' b'the' b'press!' b'the' b'nikita' b'news' b'is'
1959,"b'user' b'#allahsoil' b'stones' b'and' b'humans' b'are' b'different,' b'but' b'to' b'gravity' b'there\xc3\xa2\xc2\x80\xc2\x99s' b'no' b'difference.'"
1960,b'destroyed' b'in' b'one'
1961,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
1962,b'mother' b'daughter' b'blowjob' b'white' b'girl' b'has' b'sex' b'with' b'black'
1963,"b'user' b'user' b'user' b'user' b'user' b'btw,' b'#gandhi' b'was' b'a' b'.' b'in' b'#india,' b'user' b'adores' b'him'"
1964,b'user' b'impoant' b'message' b'to'
1965,
1966,b'user' b'#allahsoil' b'this' b'simplistic' b'worldview' b'exists' b'today' b'in' b'the' b'10' b'second' b'soundbite.' b'.'
1967,"b'user' b'user' b'liz' b'treacy,' b'user' b'condone' b'ex-councillor' b'mark' b""hackett's"" b'#islamophobia' b'for' b'me'"
1968,"b'user' b'donald' b'-' b""putin's"" b'butt' b'buddy' b'and' b'a'"
1969,b'user' b'precisely' b'why' b'the' b'deplorables' b'are' b'up' b'in'
1970,b'user' b'#mmusimaimane' b'is' b'more' b'towards' b'whites' b'than' b'#zuma' b'and' b'#malema'
1971,b'only' b'a' b'#whitesupremacist' b'like' b'user' b'could' b'merge' b'images' b'like' b'this' b'without' b'understanding' b'the' b'racist' b'impact' b'of' b'the'
1972,b'book' b'-' b'#german' b'#colonialism' b'in' b'a' b'global' b'age' b'ht'
1973,b'you' b'might' b'be' b'a' b'libtard'
1974,b'user' b'the' b'#14th' b'amendment' b'#blm' b'discussed' b'here' b'thanks' b'user'
1975,b'user' b'assholes' b'like' b'u' b'should' b'shut' b'up.' b'every' b'rape' b'which' b'is' b'prevented' b'is' b'a' b'victory' b'for' b'humanity.' b'you' b'are' b'a'
1976,b'sea' b'shepherd' b'suppoers' b'are'
1977,"b'user' b'#newyear' b""'wish"" b""list'"" b'of' b'cretin' b'#carlpaladino,election' b'co-chairman' b'of' b'#presidentelect' b'#trump' b'on'"
1978,b'user' b'#allahsoil' b'why' b'build' b'walls' b'when' b'there' b'are' b'already' b'so' b'many' b'other' b'obstacles' b'to' b'overcome?'
1979,"b'#conormcgregor' b'runs' b'his' b'mouth' b'endlessly' b'like' b'#rondarousey.' b'both' b'have' b'lost.' b'and' b'yet,' b'ppl' b'only' b'take' b'glee' b'in' b'her' b'losing.'"
1980,"b'user' b'user' b'because' b'many' b'of' b'us' b'find' b""obama's"" b'policies' b'repugnant' b'does' b'not' b'make' b'us' b""you're"" b'liberal' b'racecard' b'has'"
1981,"b'user' b""isn't"" b'it' b'time' b'we' b'realized' b'what' b""we've"" b'done:' b'#hate' b'#exploitation!' b'read' b""america's"""
1982,"b'user' b'user' b'user' b'user' b'must' b'be' b'heabreaking' b'for' b'#blacks' b'within' b'user' b'to' b'find' b""they're"" b'helpless'"
1983,"b'verified:' b'shocking' b'video' b'of' b'#myanmar' b'police' b'touring' b'#rohingya' b'civilians' b'was' b'shot' b'at' b'#koetankauk' b'on' b'nov' b'5,'"
1984,"b'user' b'milo' b'yiannopoulos.is' b'a' b'hate' b'mongering' b'.' b""i'll"" b'never' b'buy' b'another' b'book' b'from' b'nazi' b'ss' b'and' b'tossing' b'any' b'i' b'have' b'in' b'the'"
1985,"b'jews,' b'christians' b'and' b'muslims' b'all' b'believe' b'that' b'good' b'will'"
1986,b'user' b'racist' b'attack' b'on' b'three' b'muslim' b'women' b'in' b'#hull' b'city' b'centre...' b'for' b'more'
1987,b'names' b'for' b'women' b'best' b'nude' b'blonde'
1988,"b'user' b'and' b'i' b'never' b'mentioned' b'race' b'nor' b'could' b'i' b'care' b'yet' b'the' b'bitch' b'called' b'me' b'david' b'duke' b'so' b'imo' b""she's"""
1989,b'user' b'just' b'pre-ordered' b'this.' b'it' b'sounds' b'a' b'really' b'great'
1990,b'user' b'why' b'are' b'white' b'people' b'#expats' b'when' b'the' b'rest' b'of' b'us'
1991,b'#jeffsessions' b'omits' b'decades' b'of' b'records' b'for' b'his' b'ag' b'confirmation' b'hearing' b'\xc3\xa2\xc2\x80\xc2\xa6' b'no' b'surprise' b'from'
1992,"b'princess' b'eugenie' b'caught' b'up' b'in' b""'racism'"" b'row' b'over' b'white' b'actors' b'playing' b'chinese'"
1993,b'#goodonedean!!!' b'#metoo!!!' b'#lol.' b'#trumpism' b'is' b'#putinism.' b'#donaldtrump' b'is'
1994,b'user' b'next' b'to' b'a' b'police' b'vehicle' b'this' b'#anc' b'can' b'hang' b'a' b'poster' b'and' b'sing' b'kill' b'all' b'whites' b'and' b'nothing' b'happens' b'to'
1995,b'mark' b'levin' b'reveals' b'\xc3\xa2\xc2\x80\xc2\x98missing' b'history\xc3\xa2\xc2\x80\xc2\x99' b'of' b'the' b'#democratic' b'pay' b'that...' b'via'
1996,"b'in' b""uk's"" b'increased' b'because' b'gb' b'#politicians' b'have' b'impo' b'#immigrants' b'from' b'infidel' b'#childabuse' b'#cultures' b'for' b'#coffee'"
1997,"b'user' b'#misogony' b'and' b'are' b'a' b'spectrum.' b'if' b'you' b'voted' b'for' b'user' b',' b'you' b'are' b'on'"
1998,b'sea' b'shepherd' b'suppoers' b'are'
1999,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
2000,b'user' b'#allahsoil' b'islamophobia' b'only' b'serves' b'to' b'empower' b'the' b'extremists.'
2001,b'user' b'kevin' b'macdonald:' b'ethnocentrism' b'is' b'normal' b'and' b'rational' b'#race' b'#ethnocentrism'
2002,b'user' b'user' b'user' b'is' b'this' b'the' b'kind' b'of' b'tweet' b'you' b'want' b'a' b'company' b'rep' b'sending'
2003,"b'#trump' b'#newyork' b'co-chair' b""'#gorilla'"" b'comment' b'about' b'#michelleobama'"
2004,b'please' b'#america' b'#' b'#timwise' b'lecture' b'-' b'#colorblind' b'via'
2005,b'#history' b'#america' b'true'
2006,b'what' b'#millennials' b'think' b'about'
2007,b'this' b'should' b'have' b'been' b'enough' b'2' b'just' b'say' b'no' b'#notmypres' b'#wtf2016' b'#neverump' b'#unpresidented' b'#bigot'
2008,"b""here's"" b'what' b'ignorance' b'&amp;' b'looks' b'like.' b'it' b""ain't"" b'all' b'swastikas' b'&amp;' b'burning'"
2009,"b""you're"" b'not' b'very' b'sma' b'if' b'you' b'think' b'i' b'hate' b'all' b'""white' b'males.""' b'i' b'hate' b'racism' b'and' b'sexism.' b""that's"" b'it.' b'grow' b'a' b'brain,' b'right'"
2010,"b'user' b'user' b'crackers?' b""isn't"" b'that' b'a' b'little' b'racist?' b'i' b'mean' b""i'm"" b'white' b'but' b'think' b'the' b'kkk' b'should' b'burn' b'in'"
2011,b'user' b'#trump' b'is' b'guilty' b'of' b'treason' b'!' b'we' b'#theresistance' b'must' b'#resist' b'#hate' b'naked' b'raygun'
2012,b'user' b'you' b'might' b'be' b'a' b'libtard'
2013,b'you' b'might' b'be' b'a' b'libtard'
2014,"b""we're"" b'also' b'not' b'upset' b'we' b'lost' b'because' b'we' b'won' b'by' b'any' b'measure' b'other' b'than' b'a' b',' b'useless' b'appendix' b'of' b'government'"
2015,b'finally!!!' b'action!!!' b'user'
2016,b'user' b'white' b'supremacy' b'is' b'not' b'a' b'joke' b'(i' b'agree)' b'but' b'lying' b'2' b'wmn' b'2' b'get' b'laid' b'is' b'woh' b'joking' b'about?' b'line' b'of' b'thought' b'by'
2017,"b'i' b'live' b'in' b'nyc' b'and' b""don't"" b'see' b'a' b'lot' b'of' b'ove' b'racism.' b'i' b'was' b'disappointed' b'to' b'see' b'how' b'much' b'there' b'is' b'on' b'twitter.' b'must' b'never' b'be'"
2018,"b'user' b""it's"" b'going' b'to' b'be' b'a' b'great' b'year!!!' b'i' b""can't"" b'wait' b'till' b'this' b'happens'"
2019,b'video' b'men' b'and' b'women' b'in' b'bed' b'without' b'clothes' b'candid' b'videos'
2020,"b'user' b'user' b'user' b'unbelievable' b'aicle!' b'tip:' b""it's"" b'never' b'ok' b'to' b'tell' b'someone' b'they' b'cannot' b'procreate!' b'm' b'or'"
2021,"b'user' b'is' b'this' b'your' b'relation?' b'yeah...' b""that's"" b'a' b'right...' b'i' b'see' b'you' b'all' b'as' b'the'"
2022,b'need' b'a' b'black' b'page3' b'girl' b'to' b'shut' b'down' b'#nomore' b'page3' b'for' b'as' b'well' b'as' b'#homophobia'
2023,"b'user' b""let's"" b'do' b'this!'"
2024,"b'user' b'#dearfellowwhitepeople,' b'in' b'2017,' b""let's"" b'all' b'realize' b'that' b'u' b""don't"" b'have' b'2' b'wear' b'a' b'white' b'hood' b'&amp;' b'#swastika' b'tattoo' b'2' b'b' b'r'"
2025,b'user' b'i' b'am' b'not' b'shopping' b'at' b'user' b'until' b'they' b'purge' b'all' b'trump' b'products.' b'who' b'do' b'they' b'think' b'canadians'
2026,b'video' b'men' b'and' b'women' b'in' b'bed' b'without' b'clothes' b'nude' b'mother' b'son'
2027,b'user' b'user' b'why' b'cant' b'we' b'run' b'this' b'#thug' b'#fool' b'#agitator' b'out' b'of' b'#stl?' b'user' b'user'
2028,b'user' b'user' b'your' b'comments' b'are' b'reflections' b'of' b'ignorance' b'and' b'user' b'user'
2029,b'word' b'factory:' b'race' b'denial' b'prevents' b'healing!' b'#southafrica' b'#leadership' b'#transformation' b'#inequality'
2030,b'user' b'#us' b'ambassador' b'says' b'#zionism' b'is' b'form'
2031,"b""couldn't"" b'have' b'said' b'this' b'any' b'better' b'nor' b'truthfully' b'donny' b'boy.' b'user' b'#theresistance' b'#traitor'"
2032,"b'user' b'stop' b'legitimizing' b'by' b'using' b'""alt-right""' b'&amp;' b'call' b'them' b'what' b'they' b'are:' b'#neonazis!' b'""..from' b'nazi' b'doctrine,' b'incl' b'ultranationalism'"
2033,"b'the' b'uk' b""government's"" b'new' b""'anti-semitism'"" b'definition' b'conflates' b'racism' b'with' b'valid' b'criticism' b'of' b'israel' b'-'"
2034,b'attack' b'her' b'chinguas~'
2035,b'user' b'#prank' b'#dad' b'#home' b'#slapcam' b'#black' b'#waiting' b'#bastard' b'#offensive' b'#memes' b'#meme' b'by'
2036,"b""he's"" b'shown' b'us' b'over' b'&amp;' b'over' b'who' b'he' b'is!' b'#bigly' b'#believe' b'him!' b'#traitor' b'#fraud' b'#liar' b'#sociopath' b'#rapist'"
2037,b'user' b'excellent' b'analysis' b'&gt;&gt;' b'this' b'#backlash' b'against' b'#refugees' b'is' b'the' b'real' b'crisis' b'in' b'europe' b'|' b'apostolis'
2038,"b'user' b'spread' b'the' b'word' b'&amp;' b'join' b'millions' b'for' b'national' b'day' b'of' b'healing' b'jan.' b'17,' b'2017' b'#trht'"
2039,b'fair' b'&amp;' b'lovely'
2040,b'user' b'#feminismiscancer' b'#feminismisterrorism' b'#feminismmuktbharat' b'why' b'#malevote' b'is' b'ignored'
2041,"b'fo' b'woh' b'pastors' b'say' b""officer's"" b'acts' b'in' b'viral' b'video' b'arrests' b'were'"
2042,b'user' b'after' b'being' b'a' b'#victim' b'of' b'a' b'#hatecrime' b'(i' b'was' b'called' b'a' b'cr*cker)' b'i' b'now' b'truly' b'#understand' b'what' b'it' b'feels' b'like' b'to'
2043,b'intolerant' b'post-brexit' b'britain:' b'history' b'shows' b'we' b'can' b'be' b'better' b'than' b'this' b'|' b'hugh'
2044,b'a' b'#business' b'against' b'|' b'by' b'villy' b'wang'
2045,"b'in' b'queue' b'with' b'basket' b'of' b'food' b'shopping,' b""50's"" b'guy' b'says' b'""give' b'us' b'a' b'smile"".' b'think' b'my' b'response' b'was' b'a' b'first' b'by' b'the' b'look' b'on' b'his'"
2046,"b'suspected' b'henrico' b""#vandal's"" b'#mother:' b""#'my"" b'#son' b""isn't"" b""'"" b'-' b'dec' b'31' b'9:46' b'pm'"
2047,"b'user' b'user' b'why' b""can't"" b'women' b'be' b'defenders' b'if' b'they'"
2048,b'#jokeoftheday' b'#1pun' b'what' b'does' b'the' b'tornado' b'and' b'black' b'people' b'have' b'in' b'common?' b'it' b'only' b'takes' b'1' b'to' b'ruin' b'the'
2049,"b'user' b'my' b'age,' b'gender' b'or' b'race' b'should' b'not' b'define' b'my' b'capabilities' b'in'"
2050,b'another' b'comment' b'on' b'social' b'media!!'
2051,"b'user' b'i' b'have' b'the' b'ssn,address,home' b'network' b'info' b'and' b'billing' b'info' b'but' b'you' b'still' b'have' b'to' b'speak' b'to' b'my'"
2052,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'\xc3\xa2\xc2\x80\xc2\xa6' b'you?'
2053,b'girls' b'in' b'the' b'world' b'jgirl'
2054,b'user' b'user' b'obama' b'&amp;' b'biden' b'are' b'the' b'most' b'#antiwhite' b'president' b'&amp;' b'vp' b'in'
2055,b'user' b'and' b'playground' b'insults' b'have' b'always' b'reflected' b'family' b'/' b'society' b'rhetoric' b'on' b'#homosexuality'
2056,"b'well,these' b'sewer' b'rats' b""don't"" b'take' b'a' b'cent' b'from' b'me,....i' b""don't"" b'use' b'to' b'watch' b'""football"",......but' b'now,i' b'hate'"
2057,b'explain' b'your' b'actions.' b'netanyahu' b'you' b'can' b'not' b'claim' b'discrimination' b'when' b'u' b'do' b'it' b'yourself' b'to'
2058,b'can' b'sniff' b'out' b'subtle' b'&amp;' b'the' b'ignorant' b'in' b'a' b'nano' b'second' b'even' b'if' b'it' b'is' b'an' b'underlying' b'flippant' b'comment' b'towards' b'someone'
2059,"b'user' b'you' b'forgot:' b'small' b'hands,' b'orange' b'skin,' b'weird' b'hair,' b'big'"
2060,b'yeah' b'man' b'fuck'
2061,b'buffalo' b'school' b'districts' b'boots' b'trump' b'ally' b'over' b'racist' b'comments.' b'#birdsofafeather' b'#resist'
2062,"b'user' b'pre-crime' b'in' b'germany' b'of' b'all' b'places,' b'did' b'they' b'make' b'them' b'wear' b'badges'"
2063,"b'#burbank,' b'#california' b':' b'cou' b'rejects' b""city's"" b'appeal' b'in' b'discrimination' b'case' b'against' b'#armenian'"
2064,"b'this' b'diagram' b'explains' b""trump's"" b'response' b'to' b'orlando'"
2065,b'user' b'#us' b'#neonazis' b'are' b'#antisemitic:' b'emboldened' b'by' b'#trump'
2066,b'a' b'user' b'campaign' b'co-chair' b'answers' b'a' b'few'
2067,b'#southsudan' b'provoking' b'neighbours' b'again' b'with' b'noise.' b'the' b'#scumbag' b'that' b'says' b'-' b'he' b'can' b'do' b'what' b'ever' b'he' b'wants.' b'#uncivilised' b'trash.'
2068,b'user' b'#allahsoil' b'many' b'politicians' b'claim' b'that' b'jihad' b'is' b'an' b'attack' b'against' b'humanity'
2069,"b'user' b'racial' b'differences' b'r' b'biological' b'reality,' b'same' b'as' b'rottweilers' b'vs.' b'chihuahuas.' b'iq&gt;95' b'should'"
2070,b'black' b'men' b'and' b'black' b'women' b'with' b'stockholm'
2071,b'ever' b'noticed' b'the' b'word' b'to' b'a' b'non' b'black' b'person' b'and' b'the' b'word' b'#nigger' b'to' b'a' b'black' b'person' b'yields' b'almost' b'the' b'same'
2072,b'user' b'#allahsoil' b'not' b'all' b'westerners' b'are'
2073,b'the' b'major' b'kind' b'of' b'that' b'people' b'aren\xc3\xa2\xc2\x80\xc2\x99t' b'talking' b'enough' b'about' b'via'
2074,"b""that's"" b'why'"
2075,b'user' b'all' b'of' b'you' b'need' b'to' b'stop' b'being' b'racist' b'and' b'just' b'let' b'the' b'terrorists' b'kill' b'you.' b'#sarcasm'
2076,b'user' b'#mcconnell' b'obstruction' b'goes' b'all' b'the' b'way' b'back' b'to' b'when' b'he' b'discovered' b'#obama' b'was'
2077,b'good' b'afternoon' b'sweety!' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x83' b'send' b'me' b'letter'
2078,"b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'people\xc3\xa2\xc2\x80\xc2\x9d' b'originally' b'meant' b'\xc3\xa2\xc2\x80\xc2\x9cwe' b'the' b'white,' b'landholding' b'males.\xc3\xa2\xc2\x80\xc2\x9d'"
2079,b'you' b'might' b'be' b'a' b'libtard'
2080,b'michelle' b'obama' b'is' b'on' b'the' b'crack' b'pipe' b'user'
2081,b'meanwhile' b'german' b'#police' b'can' b'also' b'not' b'be' b'distinguished' b'from' b'neo' b'nazi' b'scene' b'anymore' b'in' b'terms' b'of'
2082,b'#andysessions' b'#attorneygeneral' b'from' b'#alabama' b'#trump' b'staing' b'a' b'#racewar' b'will' b'we' b'let' b'him?' b'#chaos' b'#fear' b'#weaponry'
2083,"b'stop' b'trying' b'to' b'find' b'where' b'it' b""isn't"" b'even'"
2084,b'user' b'#allahsoil' b'bernanke' b'bailed' b'out' b'wall' b'street' b'by' b'dumping' b'$600' b'billion' b'into' b'the' b'largest'
2085,b'anti' b'racist' b'white' b'murdered' b'by' b'blacks' b'in' b'south'
2086,b'user' b'user' b'the' b'kind' b'of' b'we' b'can' b'expect' b'in' b'#trump'
2087,"b'oh' b'yes!' b'and' b'this' b'rude,' b'nasty' b'behavior' b'user' b'brought' b'out' b'into' b'main'"
2088,"b'why?' b'please' b'explain' b'to' b'us' b'why' b""we're,"""
2089,b'hello' b'there' b'my' b'love!' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x83' b'i' b'will' b'be' b'glad' b'to' b'see' b'you' b'here'
2090,b'are' b'you' b'#hispanic' b'&amp;' b'\xc3\xa2\xc2\x80\xc2\xa6' b'like' b'the' b'are' b'stomping' b'on' b'you?'
2091,b'beware' b'in' b'marketing' b'tainting'
2092,b'nude' b'teen' b'play' b'for' b'women' b'in'
2093,b'\xc3\xa2\xc2\x80\xc2\xa6you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'stomping' b'on' b'you?'
2094,"b'in' b'bluntly' b'language,' b'#cologne' b'#police' b'user' b'here' b'announces' b'racial' b'profiling' b'at' b'main'"
2095,"b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
2096,"b'#vestal,' b'#newyork' b':' b'pupil' b'suing' b'school' b'district' b'after' b'alleged' b'classroom'"
2097,b'time' b'to' b'#grabyourwallet' b'&amp;' b'boycott' b'user' b'who' b'gives' b'book' b'deal' b'to' b'troll' b'banned' b'by'
2098,"b'""the' b'blacks""?' b'""the' b'blacks""?' b'""blacks""?' b'*facepalm*'"
2099,"b'wife' b'crashes' b'her' b'own' b'funeral,' b'horrifying' b'her' b'husband' b'who' b'had' b'ordered' b'her' b'killed;' b'community' b'turns' b'against'"
2100,b'can' b'math' b'help' b'defeat' b'?' b'#math' b'#literacy' b'#adultedu'
2101,"b'the' b'*diversity' b'officer*' b'states' b'(among' b'other' b'things)' b'#killallwhitemen;' b'yet,' b'because' b""she's"" b'an' b'""ethnic' b'minority'"
2102,"b'user' b'leave' b'a' b""'gweh'"" b'below' b'\xc3\xa2\xc2\xac\xc2\x87' b'if' b'in' b'2017,' b'you' b'will' b'no' b'longer' b'debate' b'#wypipo'"
2103,b'#jeffsessions' b'#attorneygeneral' b'from' b'#alabama' b'#trump' b'staing' b'a' b'#racewar' b'will' b'we' b'let' b'him?' b'#chaos' b'#fear' b'#weaponry'
2104,"b""i'm"" b'always' b'amazed' b'at' b'the' b'number' b'of' b'excellent' b'black' b'athletes' b'that' b'want' b'to' b'play' b'at' b'racist' b'schools' b'in' b'racist'"
2105,"b'user' b'user' b'user' b'user' b'btw,' b'#gandhi' b'was' b'a' b'.' b'in' b'#india,' b'user' b'adores' b'him' b'(without' b'following'"
