,tweet
4612,b'critics' b'threaten' b'boycotts' b'of' b'simon' b'&amp;' b'schuster' b'over' b'milo' b'yiannopoulos' b'book' b'deal' b'|' b'the' b'huffington'
4613,"b'president' b'#woodrowwilson' b'held' b'a' b'private' b'screening' b'of' b'd.w.' b""griffith's"" b'""bih' b'of' b'a'"
4614,"b'#allahsoil' b'like' b'all' b'religions,' b'islam' b'can' b'be' b'a' b'strong' b'unifying'"
4615,"b'stuakenyon81' b'#cover' b'#reveal!' b'swiftly' b'sharpens' b'the' b'fang' b',' b'#radicalisation' b'&amp;' b'#revenge'"
4616,"b'note' b'for' b'those' b'who' b'call' b'#wn' b'for' b'opposing' b'the' b'latest' b'user' b'ad:' b'damn' b'right' b'we' b'are!' b'get' b'that' b'filth' b'off' b'the' b'net,' b'you'"
4617,"b'""nigger?""' b'#lifelessons' b'of' b'white' b'kid' b'growing' b'up' b'in' b'the'"
4618,"b'yoyas' b'market' b'in' b'deming' b'nm' b'did' b'not' b'sell' b'beer' b'to' b'me' b'because' b""i'm"" b'white' b'they' b'said' b'they' b'were' b'closed' b'then' b'a' b'hispanic' b'walked' b'in' b'n' b'they'"
4619,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'\xc3\xa2\xc2\x80\xc2\xa6' b'are' b'stomping' b'on' b'you?'
4620,b'the' b'latest' b'the' b'liveleap' b'bonus' b'daily!' b'thanks' b'to' b'user' b'user'
4621,b'the' b'scars' b'left' b'by' b'us' b'waime' b'camps' b'mt'
4622,b'user' b'#preorder' b'live!' b'#99c/99p' b'swiftly' b'sharpens' b'the' b'fang' b'#dystopian' b'tale' b'of'
4623,b'book' b'-' b'enduring' b'conviction:' b'fred' b'korematsu' b'&amp;' b'his' b'quest' b'for' b'#justice' b'#humanrights'
4624,"b'come' b'in,' b'user' b'=fraud' b'&amp;' b'documented' b'#liar' b'lost' b'base' b'after' b'calling' b'them' b'#nazis' b'#brownshi' b""he's"""
4625,"b'user' b'all' b'happy' b'for' b'\xc3\x83\xc2\xa8' b'#lgbtfamily,but' b'what' b'i' b""don't"" b'get' b'is' b'the' b'incessant' b'but' b'thin' b'veiled' b'against' b'other' b'gay'"
4626,b'he' b'graduated' b'from' b'#usa' b'&amp;' b'his' b'friends' b'wanted' b'him' b'2' b'forget' b'his' b'rector'
4627,"b'user' b'this' b'is' b'what' b'#ladies' b'like...' b'lol' b'wtf' b'is' b'this?' b'this' b'is' b'why' b'you' b'all' b'let' b'a' b'get' b'in' b'the' b'white' b'house.' b""you're"" b'all' b'a'"
4628,"b'aptly' b'named...' b'we' b'have' b'whitesboro' b'in' b'ny' b'with' b'its' b'ndn' b'killing' b'town' b'seal,' b'and' b'whiteland' b'with' b'its'"
4629,b'user' b'so' b'is' b'it' b'offical' b'that' b'#jews' b'are' b'officially' b'in' b'the' b'eyes' b'of' b'the' b'#libtard'
4630,b'any' b'other' b'striker' b'in' b'the' b'league' b'did' b'the' b'same' b'wouldnt' b'have' b'been'
4631,b'video' b'men' b'and' b'women' b'malayalees' b'xxx'
4632,b'user' b'user' b'more' b'americans' b'hate'
4633,b'user' b'\xc3\xa2\xc2\x80\xc2\x9cdo' b'asians' b'need' b'higher' b'test' b'scores?' b'is' b'it' b'harder' b'for' b'#asians' b'to' b'get' b'into' b'college?' b'the' b'answer' b'is'
4634,"b'""ebonics"":' b'pa' b'of' b'huge' b'con-job' b'blacks' b'&amp;' b'liberals' b'have' b'been' b'running' b'on' b'america' b'for' b'decades.' b'is' b'actually' b'lack' b'of'"
4635,b'user' b'#allahsoil' b'the' b'bear\xc3\xa2\xc2\x80\xc2\x99s' b'rapacious' b'hunger' b'for' b'oil' b'also' b'sealed' b'its' b'doom.'
4636,"b'anyone' b'who' b'thinks' b'asian' b'fetishes' b'are' b'""harmless""' b'needs' b'to' b'read'"
4637,"b'seriously' b'lede.' b'come' b'on,' b'user' b'you' b'can' b'do'"
4638,b'user' b'the' b'truth' b'about' b'#sexualharassment' b'&amp;' b'#laborviolations'
4639,"b'user' b'#libtard' b'#regressive=.' b""can't"" b'effo' b'a' b'logic' b'point' b'w/out' b'#insults' b'or' b'#slurs' b'especially' b'if' b'#refuted.' b""that's"""
4640,b'user' b'my' b'story:' b'how' b'#race' b'and' b'have' b'played' b'a' b'role' b'in' b'my' b'life'
4641,b'hello' b'there' b'sweetie!' b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\x83' b'i' b'will' b'be' b'glad' b'to' b'see' b'you' b'here'
4642,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'are' b'\xc3\xa2\xc2\x80\xc2\xa6on' b'you?'
4643,"b""'racism"" b'w/out' b""races':"" b'classifying' b'humans' b'into' b'races' b'the' b'biggest' b'mistake' b'in' b'history' b'of' b'science.'"
4644,b'one' b'thing' b'i' b'agree' b'with' b'evan' b'on' b'#gop'
4645,b'#carlpaladino' b'the' b'#trump' b'#official' b'#underfire'
4646,b'this' b'is' b'a' b'completely' b'justified' b'call' b'out' b'on' b'my' b'comment.' b'again' b'i' b'do' b'apologize'
4647,b'racist' b'old' b'woman' b'is' b'america'
4648,"b'racism' b'is' b'a' b'manmade' b'tool' b'to' b'say' b""we're"" b'different' b'when' b'we' b'really'"
4649,b'user' b'kinda' b'digged' b'the' b'white' b'chick' b'tho' b'thought' b'she' b'was' b'gonna' b'win' b'but'
4650,b'uk' b'2016:' b'where' b'it' b'fell' b'to' b'pop' b'star' b'user' b'to' b'do' b'the' b'job' b'of'
4651,"b'as' b'a' b'student' b'in' b'89/90' b'in' b'a' b'#gay' b'bar' b'i' b'stood' b'next' b'to' b'a' b'white' b'man' b'who' b'said' b'""i' b""don't"" b'do'"
4652,b'the' b'anc' b'never' b'prosecute' b'that' b'type' b'of' b'offences' b'against' b'white' b'people.' b'just' b'listen' b'to' b'zuma' b'and' b'malema' b'and' b'you' b'know'
4653,"b'user' b'bullshit,' b'he' b'was' b'thrown' b'out' b'for' b'being' b'a'"
4654,"b'user' b'obama' b'joins' b'the' b'jackals' b'\xc3\xb0\xc2\x9f\xc2\xa4\xc2\x94' b'ass' b'america' b'will' b'miss' b'obama,' b'when' b'they' b'realize' b'trump' b'will' b'do' b'nothing' b'for'"
4655,b'user' b'user' b'user' b'haha' b'i' b'get'
4656,b'user' b'#resign' b'#bigot' b'!' b'#sandyhook'
4657,"b'user' b'so' b'far' b'all' b'the' b'blog' b'comments' b'claim' b'senad' b'lulic' b'statement' b""wasn't"" b'racist.' b'join' b'the'"
4658,b'user' b'#allahsoil' b'muslims' b'aren\xc3\xa2\xc2\x80\xc2\x99t' b'the' b'only' b'ones' b'being' b'displaced' b'by' b'uncle' b'sam' b'\xc3\xa2\xc2\x80\xc2\xa6'
4659,b'next' b'attack' b'wont' b'be' b'in' b'japan.'
4660,"b'#economicsanctions' b'on' b'#russia,' b'#cuba' b'and' b'#china,' b'but' b'none' b'against' b'#whiteprivilege' b'or' b'#whitesupremacy'"
4661,b'we' b'cannot' b'address' b'issues' b'of' b'fair' b'trade' b'or' b'fresh' b'h20' b'with' b'so' b'much' b'violence.' b'better' b'2017?npr:'
4662,"b'user' b'user' b'just' b'delete' b'your' b'account,' b'shallow' b',' b'and' b'go' b'away.'"
4663,b'user' b'here' b'comes' b'a' b'#supermistict' b'douchebag' b'who' b'can' b'only' b'poke' b'his' b'nose' b'as' b'sme' b'of'
4664,"b'user' b'i' b'noticed' b'too.' b'definitions' b'of' b'#bullying,' b',' b'and' b'#disabilities' b'are' b'trying' b'to' b'be' b'changed' b'so' b'people' b""don't"" b'hv' b'to.'"
4665,b'user' b'user' b'user' b'user' b'classic' b'!' b'yet' b'you' b'jewish' b'bastards' b'wonder' b'why' b'you' b'are' b'sooo' b'hated' b'in' b'the'
4666,"b'""the' b'dying' b'of' b'the' b'light""' b'village'"
4667,"b'user' b'user' b""you're"" b'the' b'one' b'who' b'should' b'be' b'leaving' b'this' b'eah,' b'you' b'piece' b'of'"
4668,b'directly' b'applicable' b'to'
4669,"b'the' b'left' b""don't"" b'know' b'how' b'to' b'do' b'anything' b'right,' b'including'"
4670,"b'huh' b'i' b'wonder' b'why?\xc3\xb0\xc2\x9f\xc2\x98\xc2\xaf' b'could' b'it' b'be' b'that' b""he's"" b'a' b'well' b'documented' b'#tyrant' b'#bigot' b'#elitist' b'#crook' b'?'"
4671,"b""#donaldtrump's"" b'#ny' b'campaign' b'co-chair' b'#carlpaladino' b'unleashes' b'on' b'the' b'#obamas' b'in' b'2017' b'wish' b'list' b'|'"
4672,b'user' b'#allahsoil' b'the' b'odds' b'of' b'dying' b'from' b'extremist' b'violence' b'are' b'roughly' b'one' b'in'
4673,b'user' b'in' b'chief-' b'the' b'gangs' b'all' b'here' b'#hillaryclinton' b'#obama' b'#soros' b'more' b'#caoons'
4674,b'#goverment' b'#left' b'is' b'against' b'#womensrighttochoose'
4675,"b'expressions' b'of' b',' b'#misandry,' b'#misogyny' b'(ie' b'#power)' b'are' b'pa' b'of' b'all' b'marginalized' b'groups,' b'who' b'live' b'w/'"
4676,"b'university' b'of' b'wisconsin-madison' b""won't"" b'cancel' b'racially' b'biased' b""'problem"" b'of' b""whiteness'"""
4677,b'both'
4678,b'#kindledeals' b'\xc3\xb0\xc2\x9f\xc2\x93\xc2\xa1' b'publishing' b'industry' b'tell-all!' b'\xc3\xb0\xc2\x9f\xc2\x93\xc2\xa1' b'just'
4679,b'#christians' b'saying' b'i' b'am' b'not' b'racist' b'is' b'not' b'\xc3\xa2\xc2\x80\xc2\xa6' b'protest' b'and'
4680,b'the' b'latest' b'the' b'blicqer\xc3\xa2\xc2\x84\xc2\xa2' b'daily!' b'thanks' b'to' b'user' b'user'
4681,"b'user' b'suck' b'it,' b'haters!' b'#hillary' b'voters' b'hate/fear' b'this,' b'#trump' b'voters' b'love/know' b'this.' b'who' b'is' b'the'"
4682,"b'#microsoft' b'#twitterbot' b'turns' b'into' b'a' b'raging' b'sexist,' b'and'"
4683,b'the' b'latest' b'the' b'all' b'in' b'one' b'news24' b'daily!' b'thanks' b'to' b'user' b'user'
4684,"b'carl' b'paladino,' b'trump' b'ally,' b'wishes' b'obama' b'dead' b'of' b'mad' b'cow' b'disease' b'in'"
4685,b'why' b'is' b'it' b'christmas' b'eve?' b'why' b'not' b'christmas'
4686,b'user' b'#pos' b'take' b'that' b'painting' b'down' b'asshole!' b'fucking'
4687,b'#trump' b'is' b'guilty' b'of' b'treason' b'!' b'we' b'#theresistance' b'must' b'#resist' b'#hate' b'naked' b'raygun' b'treason'
4688,b'the' b'latest' b'#socialmooc!' b'thanks' b'to' b'user' b'user'
4689,b'user' b'reject' b'news' b'-' b'my' b'latest' b'#amwriting' b'aicle' b'on'
4690,b'user' b'are' b'you' b'seriously' b'considering' b'a' b'performance' b'at' b'the' b'inauguration' b'of'
4691,b'are' b'you' b'#black' b'&amp;' b'feel' b'like' b'the' b'\xc3\xa2\xc2\x80\xc2\xa6' b'stomping' b'on' b'you?'
4692,b'user' b'#allahsoil' b'the' b'problem' b'isn\xc3\xa2\xc2\x80\xc2\x99t' b'that' b'everyone' b'believes' b'this' b'caoonish' b'rendition' b'of' b'the' b'facts'
4693,b'all' b'the' b'snowpeople' b'in' b'this' b'movie' b'are'
4694,"b'when' b'lauren' b'duca' b'says' b'that' b'user' b'looks' b'like' b'she' b'smells' b'like' b'vanilla,' b'she' b'means' b'white.' b'user' b'rocks!' b'\xc3\xa2\xc2\x9d\xc2\xa4\xc3\xa2\xc2\x9d\xc2\xa4\xc3\xa2\xc2\x9d\xc2\xa4his'"
4695,"b'pure' b'today' b'in' b'#cologne.' b'everybody' b'looking' b'arabic' b'is' b'kettled,' b'female' b'friends' b'had' b'to' b'leave' b'for' b'better' b'pics' b'of' b'media.' b'presented' b'by'"
4696,b'excellent!' b'rambling' b'about:' b'the' b'alt' b'right' b'#tcot' b'#tlot' b'#altright' b'#blacklivesmatter' b'user'
4697,b'user' b'#patriotwatch:' b'1.48' b'projection' b'#auspol' b'#rwnj' b'#upf'
4698,b'are' b'you' b'#hispanic' b'&amp;' b'feel' b'like' b'the' b'are' b'\xc3\xa2\xc2\x80\xc2\xa6' b'on' b'you?'
4699,b'user' b'this' b'is' b'really'
4700,b'user' b'nothing' b'#human' b'about' b'user' b'#cruel' b'#bitter' b'#sociopathic' b'the' b'soul' b'has' b'fled'
4701,b'live' b'the' b'c.o.w.s' b'\xc3\xb0\xc2\x9f\xc2\x8e\xc2\x99\xc3\xaf\xc2\xb8\xc2\x8f' b'compensatory' b'call-in' b'or' b'641.715.3640' b'code:' b'564943#'
4702,b'what' b'in' b'the' b'fuck' b'is'
4703,b'user' b'#allahsoil' b'the' b'media' b'distos' b'the' b'threat' b'of' b'islamic' b'extremism.'
4704,"b'user' b'#allahsoil' b'the' b'more' b'familiar' b'we' b'become,' b'the' b'more' b'difficult' b'it' b'is' b'to' b'stereotype.' b'.'"
4705,"b'user' b'user' b'is' b'this' b'a' b'new' b'one?' b'either' b'way,' b'#men' b'disgraced'"
4706,"b'user' b'user' b'hey' b'you' b'#unless' b'piece' b'of' b'#garbage' b',' b'obama' b'will' b'always' b'be' b'more' b'of' b'a' b'#man' b'than' b'you' b'ever'"
4707,"b'user' b'#sikh' b'#temple' b'vandalised' b'in' b'in' b'#calgary,' b'#wso' b'condemns'"
4708,b'intolerant' b'post-brexit' b'britain:' b'history' b'shows' b'we' b'can' b'be' b'better' b'than' b'this'
4709,"b'user' b'this' b'is' b'awful!' b'just' b'slap' b'on' b'the' b'face' b'to' b'#americans' b'hey' b'my' b'neighbor' b'black' b'just' b'bought' b'a' b'$700,000' b'house.' b'we' b'r'"
4710,"b'user' b""don't"" b'hire' b'user' b'user' b'user' b'user' b'user' b'graduates.' b""they're"" b'taught'"
4711,"b'how' b'dare' b'you' b'accurately' b'poray' b'#treasonoustrump' b'china?' b'next' b""they'll"" b'say' b""he's"" b'a' b'#fascist,' b'lapdog' b'for'"
4712,b'expes' b'explain' b'the' b'best' b'way' b'to' b'deal' b'with' b'friends' b'&amp;'
4713,b'the' b'historian' b'whitewashing' b'ukraine\xc3\xa2\xc2\x80\xc2\x99s'
4714,"b'user' b'has' b'your' b'body,' b'the' b'bodies' b'of' b'your' b'generations,' b'been' b'the' b'sites' b'of' b'fear,' b'repulsion,' b'violent'"
4715,"b'user' b'sickening,' b'but' b'very' b'impoant,'"
4716,b'woman' b'catcalled' b'walking' b'in' b'#newyork' b'shuts' b'down' b'harassers' b'in' b'best' b'way'
4717,"b'if' b'krakow' b'is' b'so' b'beautiful' b'then' b'go' b'&amp;' b'stay' b'there,' b'&amp;' b'let' b'us' b'build' b'our' b'#love' b'&amp;' b'#peace' b'here' b'uk.' b'i' b'have' b'east' b'european' b'#relatives.'"
4718,"b'#maga' b'#maga3x' b'this' b'#moron' b'who' b'tweeted' b'this' b'sewage' b'below' b""doesn't"" b'understand' b'why' b'he'"
4719,b'why' b'do' b'the' b'most' b'wise' b'words' b'often' b'come' b'from' b'black' b'americans?' b'is' b'it' b'just' b'a' b'reaction' b'of'
4720,"b'user' b'go' b'fuck' b'yourself' b'richie.' b'we' b'like' b'it' b'and' b""it's"" b'not' b'going' b'anywhere!'"
4721,"b'the' b'idiocy' b'of' b'feminism.' b'they' b'actually' b'think' b'microaggressions' b'matter.' b""here's"" b'the'"
4722,"b'""kevin' b'didn\xc3\xa2\xc2\x80\xc2\x99t' b'understand' b'what' b'he\xc3\xa2\xc2\x80\xc2\x99d' b'done,' b'but' b'he' b'knew' b'he\xc3\xa2\xc2\x80\xc2\x99d' b'fucked' b'up.""' b'#bestof2016' b'by'"
4723,"b'st.' b""mark's"" b'cathedral:' b""'we"" b'will' b'name' b'racism,' b'anti-semitism,' b'xenophobia' b'as' b""sins'"" b'-' b'komo'"
4724,b'people' b'spit' b'on' b'the' b'face'
4725,"b'\xc3\xa2\xc2\x9a\xc2\xa1\xc3\xaf\xc2\xb8\xc2\x8f' b'\xc3\xa2\xc2\x80\xc2\x9ccharles' b""paladino's"" b'racist' b'comments' b'spark' b'calls' b'for'"
4726,b'in' b'ufc' b'pay:' b'amanda' b'nunes' b'user' b'who' b'was' b'&amp;' b'still' b'is' b'the' b'champ' b'whopped' b'ronda' b'rousey' b'but' b'less' b'of' b'a' b'payday' b'-' b'$3' b'mil' b'to'
4727,b'user' b'#allahsoil' b'there' b'is' b'no' b'correlation' b'between' b'the' b'religion' b'of' b'islam' b'and' b'violence.'
4728,b'user' b'what' b'does' b'#mtv' b'have' b'against' b'#whitepeople?' b'#ccot' b'via'
4729,b'welcome' b'2017' b'touches' b'new'
4730,b'confessions' b'of' b'former'
4731,b'man' b'st.louis' b'racist' b'than' b'a'
4732,b'user' b'#allahsoil' b'reagan' b'convinced' b'ksa' b'to' b'flood' b'the' b'market' b'and' b'drive' b'oil' b'prices' b'to' b'historic'
4733,"b'!!!' b'no-balls' b'to' b""'own'"" b'his' b'...' b""'coward'"" b'!!!'"
4734,b'user' b'#allahsoil' b'enlightenment' b'is' b'wasted' b'on' b'the' b'wilfully' b'blind.'
4735,b'boob' b'naked'
4736,b'black' b'women' b'demonic'
4737,b'user' b'dear' b'user' b'user' b'user' b'user' b'would' b'you' b'please' b'ask' b'these' b'shameless' b'user' b'user'
4738,b'user' b'#allahsoil' b'greenspan\xc3\xa2\xc2\x80\xc2\x99s' b'policies' b'are' b'now' b'largely' b'blamed' b'for' b'the' b'mogage' b'crisis.' b'\xc3\xa2\xc2\x80\xc2\xa6'
4739,b'user' b'council' b'staff' b'have' b'been' b'instructed' b'by' b'the' b'anc' b'to' b'go' b'slow' b'and' b'make' b'the' b'da' b'look' b'bad.' b'this' b'was' b'exposed' b'a' b'few' b'weeks'
4740,b'user' b'user' b'#potus' b'is' b'attempting' b'to' b'sabotage' b'or' b'country' b'in' b'his' b'final'
4741,b'read' b'and' b'understand' b'how' b'berniebros' b'chose' b'sanders' b'over'
4742,"b'\xc3\xb0\xc2\x9f\xc2\x98\xc2\xa8' b'now,' b""that's"" b'not' b'nice!' b""we're"" b'urging' b'president-elect' b'user' b'to' b'denounce' b'through' b'his' b'#twitter'"
4743,b'user' b'would' b'you' b'want' b'your' b'child' b'to' b'attend' b'this' b'school?' b'i'
4744,b'b4' b'sm' b'we' b'didnt' b'hear' b'this' b'latent' b'every' b'single'
4745,"b'trump,' b'brexit' b'based' b'on' b'misconceptions' b'about' b'race' b'and' b'nationality,' b'says' b'renowned' b'philosopher' b'|' b'cbc'"
4746,b'user' b'#allahsoil' b'police' b'kill' b'a' b'substantially' b'larger' b'number' b'of' b'whites' b'every' b'year' b'than' b'they' b'do'
4747,b'i' b'really' b'should' b'have' b'gotten' b'more' b'credit' b'for' b'this'
4748,b'user' b'new' b'video!' b'user' b'#whitepeople' b'#kanyewest' b'#racewarchess!' b'wanna' b'see' b'the' b'worst'
4749,b'user' b'and' b'in' b'a' b'not' b'so' b'stunning' b'response' b'plan' b'to' b'nominate' b'#muslimbrotherhood' b'member' b'user' b'to' b'lead' b'their'
4750,b'user' b'#notmypresident' b'not'
4751,"b'user' b'#goodes' b'#bolt' b""it's"" b'not' b'the' b'job' b'of' b'those' b'who' b'are' b'disadvantaged' b'by' b'white' b'privilege' b'to' b'calmly' b'educate' b'white' b'people'"
4752,"b'pt' b'2' b'#fuckdonaldtrump' b'#13thdocumentary' b'#2017' b"".that's"" b'your' b'bitch'"
4753,b'user' b'user' b'allows' b'user' b'user' b'&amp;' b'user' b'#bigots' b'#race-baiter' b'#slaveowner' b'work' b'for' b'your' b'station.'
4754,b'great' b'to' b'see' b'quebec' b'is' b'establishing' b'a' b'provincial' b'inquiry' b'into' b'systemic' b'&amp;' b'towards' b'indigenous'
4755,"b'#buffalo,' b'#newyork' b':' b'#trump' b'ally' b'carl' b'#paladino' b'slammed' b'for' b'wish' b'list' b'for' b'#obamas.' b'what' b'a'"
4756,b'user' b'user' b'user' b'user' b'i' b'fought' b'against' b'both' b'sides' b'of' b'the' b'argument'
4757,"b'in' b'the' b'news:' b'from' b'racism' b'to' b'resource' b'development,' b'here' b'are' b'the' b'political' b'stories' b'inuit' b'watched' b'in'"
4758,b'#ufc' b'champ' b'#amandanunes' b'gets' b'$200k' b'for' b'beating' b'#rondarousey' b'who' b'got' b'$3' b'million' b'is'
4759,b'#allahsoil' b'the' b'cold' b'war' b'was' b'fought' b'over' b'oil.' b'#teambts' b'#teamsuperjunior'
4760,b'user' b'oops!' b'i' b'did' b'it' b'again!' b'melted' b'another' b'fragile' b'snowflake!' b'#sad' b'#soreloser'
4761,b'someone' b'find' b'this'
4762,b'girls' b'in' b'the' b'world' b'nude' b'yong'
4763,"b'user' b'boycotting' b'#fathersday' b'because' b""it's"" b'blatantly' b'.' b'many' b'#sistersofcolour' b""don't"" b'know' b'who' b'their' b'father' b'is,' b'so'"
4764,b'user' b'classy!'
4765,"b'user' b'user' b'it' b'is' b'people' b'like' b'you' b'whom' b""they've"" b'come' b'up' b'with' b'the' b'terms' b'for' b'like' b'#terrorists'"
4766,b'motherhood...unscripted' b'new' b'post:' b'happy' b'new' b'year' b'\xc3\xa2\xc2\x80\xc2\x93'
4767,b'user' b'my' b'gf' b'used' b'uber' b'without' b'forcing' b'language' b'preferences' b'so' b'you' b'are' b'reading' b'my' b'data' b'and' b'making' b'#ux'
4768,"b'retweet,' b'like,' b'and' b'comment!' b'#white' b'#woman' b'goes' b'on' b'#rant' b'against' b'two' b'#hispanic' b'#women,' b'...'"
4769,"b'user' b'user' b'proved' b'my' b'point-.' b'and' b'i' b'hardly' b'think' b'teen' b'vogue' b'classifies' b'as' b'fake' b'news.' b'you' b'just' b""don't"" b'like' b'her'"
4770,"b'if' b'i' b'was' b'a' b'#black' b'female' b'&amp;' b'not' b'white' b',' b'#pornisforlosers' b'would' b'be' b'shut' b'down'"
4771,b'more' b'evidence' b'of' b'the' b'impoance' b'of' b'in' b'the' b'#brexit'
4772,"b'user' b'-' b'""happy' b'new' b'year,""' b'says' b'the' b'#fascist' b'with' b'his' b'pennyloafer' b'on' b'the' b'neck' b'of' b'the'"
4773,b'user' b'total' b'asssss...worst' b'mistake' b'ever...lord' b'help' b'us'
4774,"b'so' b'this' b'girl' b'walks' b'into' b'#starbucks' b'and' b'refuses' b'to' b'let' b'me' b'serve' b'her' b'because' b""i'm"" b'a' b'white' b'guy?' b'whoa' b'hey' b'there'"
4775,b'user' b'#allahsoil' b'all' b'lives'
4776,"b'i' b'noticed' b'too.' b'definitions' b'of' b'#bullying,' b',' b'and' b'#disabilities' b'are' b'trying' b'to' b'be' b'changed' b'so' b'people' b""don't"" b'hv'"
4777,"b'user' b'user' b'and' b'being' b'a' b'ww,' b'i' b'feel' b'culpable' b'4' b'deeply' b'entrenched' b'systemic' b'that' b'exists' b'so' b'i' b'do' b'all' b'i' b'can' b'to'"
4778,"b'user' b""'cept"" b'she' b'plays' b'a' b'celtic' b'woman.' b'celtic' b'symbols' b'and' b'accent' b'etc.' b'but' b'because' b""she's"" b'bald' b'character' b'ppl' b'assume' b""she's"" b'a'"
4779,b'adveisments' b'naked' b'fucking'
4780,b'#boycott' b'#lying' b'#divisive' b'#nationalist' b'#foxnews' b'add' b'to' b'your' b'list' b'user' b'user' b'user' b'karma'
4781,"b'user' b'user' b'scary' b'that' b""it's"" b'not' b'that' b'long'"
4782,b'insane' b'crazy' b'racist' b'white' b'woman' b'reaction!' b'paranormal-' b'insane' b'#crazy' b'#insane' b'free' b'classifieds'
4783,b'user' b'user' b'user' b'i' b'feel' b'triggered' b'by' b'your' b'statement.' b'me' b'&amp;' b'my' b'strawberry' b'blonde' b'locks' b'are' b'going' b'to' b'our' b'safe'
4784,"b'user' b'cuomo:' b""paladino's"" b""'racist,"" b""ugly'"" b'comments' b'on' b'the' b'obamas' b'embarrass' b'new'"
4785,b'good' b'night' b'sweet' b'\xc3\xb0\xc2\x9f\xc2\x8c\xc2\x8e' b'on' b'the' b'5th' b'day' b'of' b'#kwanzaa' b'is' b'#nia' b'which' b'means' b'purpose.' b'our' b'purpose' b'in' b'2017' b'is' b'to'
4786,"b'#carriefisher' b'was' b'a' b'#feminist,' b'fighting' b'&amp;' b'#ageism' b'in' b'#hollywood' b'with' b'her' b'#pen,' b'her' b'#acting,' b'her' b'#talent' b'&amp;'"
